customer_id,purchase_date,product_category,product_price,quantity,total_purchase_amount,payment_method,age,returns,customer_name,gender,churn,purchase_year,purchase_month,purchase_quarter,purchase_day,purchase_hour
43388,2022-04-20T09:45:07Z,Home,365,4,3119,Paypal,32,1,Cory Zuniga,Female,0,2022,4,2,Wed,9
43388,2020-09-15T14:26:50Z,Electronics,394,3,2877,Cash,32,1,Cory Zuniga,Female,0,2020,9,3,Tue,14
43388,2023-07-07T21:17:27Z,Home,20,3,3294,Paypal,32,0,Cory Zuniga,Female,0,2023,7,3,Fri,21
43388,2022-01-20T00:51:20Z,Clothing,101,3,4487,Credit Card,32,0,Cory Zuniga,Female,0,2022,1,1,Thu,0
43388,2021-08-09T04:13:36Z,Clothing,337,2,4258,Credit Card,32,0,Cory Zuniga,Female,0,2021,8,3,Mon,4
43388,2022-02-27T09:50:57Z,Clothing,453,4,365,Cash,32,0,Cory Zuniga,Female,0,2022,2,1,Sun,9
39199,2022-01-24T01:55:43Z,Books,362,1,1766,Credit Card,46,1,Ashley Shelton,Male,0,2022,1,1,Mon,1
39199,2023-03-18T09:21:58Z,Home,448,2,3260,Paypal,46,1,Ashley Shelton,Male,0,2023,3,1,Sat,9
39199,2022-08-20T00:03:24Z,Books,197,5,2442,Credit Card,46,1,Ashley Shelton,Male,0,2022,8,3,Sat,0
39199,2020-07-25T07:42:40Z,Clothing,21,2,559,Paypal,46,0,Ashley Shelton,Male,0,2020,7,3,Sat,7
39199,2021-12-04T16:00:07Z,Clothing,250,2,2630,Cash,46,1,Ashley Shelton,Male,0,2021,12,4,Sat,16
3843,2021-04-03T10:46:19Z,Electronics,441,2,556,Credit Card,43,1,Shelly Higgins,Male,0,2021,4,2,Sat,10
3843,2022-02-12T17:01:14Z,Books,401,3,1996,Crypto,43,1,Shelly Higgins,Male,0,2022,2,1,Sat,17
3843,2020-03-10T17:38:55Z,Electronics,276,3,4997,Credit Card,43,0,Shelly Higgins,Male,0,2020,3,1,Tue,17
3843,2020-05-16T21:10:54Z,Books,15,2,1651,Paypal,43,1,Shelly Higgins,Male,0,2020,5,2,Sat,21
3843,2022-02-11T18:27:01Z,Books,164,5,3607,Credit Card,43,1,Shelly Higgins,Male,0,2022,2,1,Fri,18
49593,2022-12-19T18:27:11Z,Home,136,5,3200,Paypal,24,1,Steve Patton,Male,1,2022,12,4,Mon,18
49593,2021-05-21T20:48:43Z,Home,299,2,1171,Crypto,24,0,Steve Patton,Male,1,2021,5,2,Fri,20
49593,2022-01-08T14:20:13Z,Books,196,1,2550,Credit Card,24,0,Steve Patton,Male,1,2022,1,1,Sat,14
49593,2021-05-01T15:03:48Z,Books,227,3,1856,Paypal,24,0,Steve Patton,Male,1,2021,5,2,Sat,15
49593,2022-10-03T23:40:34Z,Home,291,2,419,Credit Card,24,1,Steve Patton,Male,1,2022,10,4,Mon,23
49593,2022-04-03T16:32:50Z,Clothing,342,1,337,Paypal,24,0,Steve Patton,Male,1,2022,4,2,Sun,16
49593,2021-12-12T08:09:31Z,Clothing,265,4,4613,Paypal,24,1,Steve Patton,Male,1,2021,12,4,Sun,8
49593,2022-03-31T22:48:27Z,Books,124,2,1848,Crypto,24,0,Steve Patton,Male,1,2022,3,1,Thu,22
49593,2021-11-27T19:47:36Z,Books,388,2,743,Cash,24,0,Steve Patton,Male,1,2021,11,4,Sat,19
49593,2022-12-16T05:11:23Z,Home,121,5,4434,Paypal,24,0,Steve Patton,Male,1,2022,12,4,Fri,5
49593,2021-05-19T16:21:16Z,Clothing,124,1,3246,Credit Card,24,0,Steve Patton,Male,1,2021,5,2,Wed,16
49593,2022-08-17T23:49:04Z,Books,18,5,2670,Paypal,24,1,Steve Patton,Male,1,2022,8,3,Wed,23
34772,2020-11-30T10:39:49Z,Home,450,2,1899,Cash,51,1,Kimberly Burgess,Male,0,2020,11,4,Mon,10
34772,2020-08-18T23:37:29Z,Books,313,3,3770,Crypto,51,0,Kimberly Burgess,Male,0,2020,8,3,Tue,23
34772,2021-12-10T08:34:48Z,Electronics,389,3,1722,Cash,51,1,Kimberly Burgess,Male,0,2021,12,4,Fri,8
34772,2022-11-30T18:46:39Z,Clothing,177,5,4684,Credit Card,51,1,Kimberly Burgess,Male,0,2022,11,4,Wed,18
34772,2022-07-26T19:45:47Z,Books,15,5,3060,Credit Card,51,1,Kimberly Burgess,Male,0,2022,7,3,Tue,19
34772,2020-10-02T12:19:24Z,Books,62,2,2786,Credit Card,51,0,Kimberly Burgess,Male,0,2020,10,4,Fri,12
34772,2020-01-02T16:27:32Z,Clothing,63,3,3910,Credit Card,51,0,Kimberly Burgess,Male,0,2020,1,1,Thu,16
34772,2020-06-29T13:01:26Z,Clothing,140,2,3469,Paypal,51,1,Kimberly Burgess,Male,0,2020,6,2,Mon,13
47326,2023-01-24T15:29:48Z,Clothing,386,3,802,Cash,39,1,Heather Diaz,Male,0,2023,1,1,Tue,15
47326,2022-08-25T12:48:54Z,Electronics,188,5,2582,Paypal,39,0,Heather Diaz,Male,0,2022,8,3,Thu,12
47326,2020-08-08T16:02:11Z,Home,371,1,668,Crypto,39,1,Heather Diaz,Male,0,2020,8,3,Sat,16
47326,2023-06-23T22:41:06Z,Clothing,400,5,1961,Paypal,39,1,Heather Diaz,Male,0,2023,6,2,Fri,22
47326,2023-04-03T12:12:35Z,Clothing,392,2,5168,Cash,39,1,Heather Diaz,Male,0,2023,4,2,Mon,12
47326,2021-10-14T14:16:23Z,Electronics,486,5,3882,Credit Card,39,1,Heather Diaz,Male,0,2021,10,4,Thu,14
24270,2021-03-01T07:43:35Z,Electronics,323,1,3579,Crypto,60,1,Phillip Harris,Male,1,2021,3,1,Mon,7
24270,2020-01-25T08:55:06Z,Books,332,2,5247,Paypal,60,1,Phillip Harris,Male,1,2020,1,1,Sat,8
24270,2022-10-28T12:24:13Z,Clothing,92,2,1792,Paypal,60,0,Phillip Harris,Male,1,2022,10,4,Fri,12
24270,2023-05-14T22:58:21Z,Clothing,495,2,422,Credit Card,60,0,Phillip Harris,Male,1,2023,5,2,Sun,22
24270,2023-06-19T17:24:03Z,Clothing,127,3,4642,Credit Card,60,1,Phillip Harris,Male,1,2023,6,2,Mon,17
25638,2022-11-13T05:57:54Z,Books,289,3,926,Paypal,64,0,Eric Huynh,Female,0,2022,11,4,Sun,5
25638,2021-01-30T12:30:31Z,Clothing,79,5,1470,Credit Card,64,1,Eric Huynh,Female,0,2021,1,1,Sat,12
25638,2023-02-02T11:25:25Z,Books,294,3,1614,Paypal,64,0,Eric Huynh,Female,0,2023,2,1,Thu,11
25638,2021-07-12T21:34:37Z,Electronics,364,2,4962,Credit Card,64,0,Eric Huynh,Female,0,2021,7,3,Mon,21
25638,2021-12-18T00:23:02Z,Home,133,4,4823,Paypal,64,1,Eric Huynh,Female,0,2021,12,4,Sat,0
44610,2022-12-21T17:26:54Z,Clothing,291,5,3628,Crypto,68,0,Jennifer Cruz,Male,0,2022,12,4,Wed,17
44610,2023-05-08T04:11:11Z,Clothing,16,4,3605,Credit Card,68,0,Jennifer Cruz,Male,0,2023,5,2,Mon,4
44610,2021-01-04T18:47:06Z,Electronics,348,1,1752,Credit Card,68,1,Jennifer Cruz,Male,0,2021,1,1,Mon,18
44610,2021-11-19T17:40:51Z,Clothing,212,4,3156,Credit Card,68,1,Jennifer Cruz,Male,0,2021,11,4,Fri,17
44610,2022-10-08T14:22:08Z,Home,90,3,4768,Credit Card,68,1,Jennifer Cruz,Male,0,2022,10,4,Sat,14
44610,2020-05-30T14:16:29Z,Books,46,2,1738,Credit Card,68,0,Jennifer Cruz,Male,0,2020,5,2,Sat,14
42239,2022-01-27T22:49:24Z,Home,39,2,5118,Crypto,67,1,Brian Ross,Male,0,2022,1,1,Thu,22
42239,2023-02-15T17:11:25Z,Clothing,424,1,1683,Cash,67,0,Brian Ross,Male,0,2023,2,1,Wed,17
42239,2023-02-07T13:42:37Z,Clothing,229,2,4546,Paypal,67,0,Brian Ross,Male,0,2023,2,1,Tue,13
42239,2020-03-04T04:39:57Z,Home,127,2,5015,Cash,67,0,Brian Ross,Male,0,2020,3,1,Wed,4
42239,2020-04-26T22:09:13Z,Home,113,2,734,Paypal,67,0,Brian Ross,Male,0,2020,4,2,Sun,22
42239,2020-10-25T01:16:36Z,Clothing,129,5,1839,Paypal,67,1,Brian Ross,Male,0,2020,10,4,Sun,1
36664,2021-03-06T06:25:21Z,Books,404,5,1950,Cash,22,1,Scott Calhoun,Female,1,2021,3,1,Sat,6
36664,2020-04-09T09:11:14Z,Electronics,437,5,2968,Crypto,22,0,Scott Calhoun,Female,1,2020,4,2,Thu,9
36664,2020-11-11T03:59:43Z,Electronics,445,4,2773,Cash,22,0,Scott Calhoun,Female,1,2020,11,4,Wed,3
36664,2023-07-19T02:29:17Z,Books,340,5,965,Credit Card,22,0,Scott Calhoun,Female,1,2023,7,3,Wed,2
36664,2020-12-23T17:03:20Z,Clothing,100,4,3013,Crypto,22,0,Scott Calhoun,Female,1,2020,12,4,Wed,17
36664,2020-03-28T23:47:48Z,Electronics,409,3,2025,Paypal,22,1,Scott Calhoun,Female,1,2020,3,1,Sat,23
36664,2021-04-21T12:42:56Z,Clothing,86,1,3670,Paypal,22,1,Scott Calhoun,Female,1,2021,4,2,Wed,12
36664,2022-09-16T15:43:11Z,Electronics,354,2,1457,Credit Card,22,0,Scott Calhoun,Female,1,2022,9,3,Fri,15
36664,2022-12-03T15:32:51Z,Home,250,2,2197,Credit Card,22,0,Scott Calhoun,Female,1,2022,12,4,Sat,15
23703,2022-07-07T06:26:57Z,Books,449,4,4067,Paypal,19,0,Gregory Bolton,Female,1,2022,7,3,Thu,6
23703,2021-04-18T07:03:31Z,Clothing,80,4,4371,Credit Card,19,0,Gregory Bolton,Female,1,2021,4,2,Sun,7
23703,2020-02-18T08:14:36Z,Home,158,4,2876,Credit Card,19,0,Gregory Bolton,Female,1,2020,2,1,Tue,8
23703,2020-11-30T05:18:42Z,Clothing,450,3,4174,Paypal,19,1,Gregory Bolton,Female,1,2020,11,4,Mon,5
6089,2020-11-28T04:50:07Z,Home,215,2,4781,Credit Card,49,0,Megan Reed,Male,0,2020,11,4,Sat,4
6089,2020-01-24T05:58:38Z,Books,151,3,2570,Cash,49,1,Megan Reed,Male,0,2020,1,1,Fri,5
6089,2022-01-10T22:12:44Z,Clothing,92,3,265,Paypal,49,0,Megan Reed,Male,0,2022,1,1,Mon,22
6089,2023-05-23T18:03:19Z,Books,46,4,4767,Credit Card,49,0,Megan Reed,Male,0,2023,5,2,Tue,18
6089,2022-05-27T00:39:48Z,Electronics,69,2,936,Crypto,49,1,Megan Reed,Male,0,2022,5,2,Fri,0
6089,2020-10-04T03:37:10Z,Home,417,4,3034,Cash,49,0,Megan Reed,Male,0,2020,10,4,Sun,3
6089,2021-02-14T23:03:15Z,Books,349,3,2875,Paypal,49,1,Megan Reed,Male,0,2021,2,1,Sun,23
6089,2022-02-17T18:29:18Z,Books,153,3,619,Paypal,49,0,Megan Reed,Male,0,2022,2,1,Thu,18
6089,2021-06-13T03:23:42Z,Clothing,450,5,3578,Credit Card,49,1,Megan Reed,Male,0,2021,6,2,Sun,3
6089,2020-09-21T22:45:22Z,Electronics,56,3,2959,Credit Card,49,1,Megan Reed,Male,0,2020,9,3,Mon,22
34085,2020-06-20T23:00:32Z,Electronics,289,5,3666,Cash,63,0,John White,Male,0,2020,6,2,Sat,23
34085,2021-01-31T15:39:29Z,Books,462,3,789,Credit Card,63,0,John White,Male,0,2021,1,1,Sun,15
34085,2021-03-21T11:49:43Z,Books,16,3,3357,Cash,63,0,John White,Male,0,2021,3,1,Sun,11
34085,2022-11-27T13:42:52Z,Electronics,88,3,1468,Cash,63,0,John White,Male,0,2022,11,4,Sun,13
34085,2022-05-17T01:51:56Z,Home,71,2,2712,Credit Card,63,0,John White,Male,0,2022,5,2,Tue,1
43154,2020-08-04T05:06:35Z,Books,432,1,3877,Cash,41,1,Dwayne Shelton,Female,1,2020,8,3,Tue,5
43154,2022-09-26T16:35:31Z,Books,393,1,1388,Credit Card,41,1,Dwayne Shelton,Female,1,2022,9,3,Mon,16
43154,2020-06-14T12:00:40Z,Books,184,3,3554,Credit Card,41,1,Dwayne Shelton,Female,1,2020,6,2,Sun,12
43154,2022-01-30T04:49:41Z,Books,103,5,3664,Crypto,41,0,Dwayne Shelton,Female,1,2022,1,1,Sun,4
43154,2022-12-07T15:54:58Z,Home,118,3,2854,Cash,41,0,Dwayne Shelton,Female,1,2022,12,4,Wed,15
24260,2020-10-09T00:41:36Z,Electronics,485,2,1317,Cash,27,0,Linda Williams,Male,0,2020,10,4,Fri,0
24260,2021-08-13T23:45:40Z,Clothing,416,3,2937,Paypal,27,1,Linda Williams,Male,0,2021,8,3,Fri,23
24260,2021-02-15T00:42:18Z,Clothing,334,5,409,Credit Card,27,0,Linda Williams,Male,0,2021,2,1,Mon,0
24260,2020-09-17T10:24:34Z,Books,413,4,2524,Credit Card,27,0,Linda Williams,Male,0,2020,9,3,Thu,10
24260,2022-09-21T04:46:29Z,Electronics,492,5,4220,Paypal,27,1,Linda Williams,Male,0,2022,9,3,Wed,4
24260,2020-12-14T08:46:08Z,Electronics,12,3,303,Paypal,27,0,Linda Williams,Male,0,2020,12,4,Mon,8
24260,2021-05-27T17:49:47Z,Books,198,4,707,Cash,27,0,Linda Williams,Male,0,2021,5,2,Thu,17
24260,2022-06-11T16:02:24Z,Home,375,3,986,Credit Card,27,0,Linda Williams,Male,0,2022,6,2,Sat,16
24260,2020-06-18T20:09:53Z,Clothing,38,3,2774,Credit Card,27,0,Linda Williams,Male,0,2020,6,2,Thu,20
24260,2021-10-01T02:54:57Z,Books,196,5,3607,Credit Card,27,1,Linda Williams,Male,0,2021,10,4,Fri,2
24260,2021-11-22T19:53:14Z,Clothing,489,3,671,Paypal,27,0,Linda Williams,Male,0,2021,11,4,Mon,19
24260,2021-03-15T10:10:57Z,Books,414,5,2327,Crypto,27,0,Linda Williams,Male,0,2021,3,1,Mon,10
15269,2023-08-23T14:14:31Z,Clothing,341,3,2152,Paypal,59,1,Amanda Davis,Female,0,2023,8,3,Wed,14
15269,2021-12-01T12:39:56Z,Home,314,2,3112,Credit Card,59,1,Amanda Davis,Female,0,2021,12,4,Wed,12
15269,2021-12-14T21:46:54Z,Clothing,20,5,1996,Credit Card,59,0,Amanda Davis,Female,0,2021,12,4,Tue,21
15269,2022-10-25T06:14:57Z,Electronics,353,4,3738,Cash,59,1,Amanda Davis,Female,0,2022,10,4,Tue,6
15269,2021-07-23T16:14:17Z,Books,346,4,3748,Credit Card,59,0,Amanda Davis,Female,0,2021,7,3,Fri,16
15269,2021-11-09T12:46:08Z,Home,322,5,1900,Paypal,59,0,Amanda Davis,Female,0,2021,11,4,Tue,12
15269,2022-10-04T02:17:56Z,Home,430,5,1942,Paypal,59,0,Amanda Davis,Female,0,2022,10,4,Tue,2
5241,2021-04-17T15:48:38Z,Books,84,2,2262,Credit Card,30,0,Gina Pratt,Male,1,2021,4,2,Sat,15
5241,2021-10-10T07:54:17Z,Electronics,370,3,1389,Crypto,30,1,Gina Pratt,Male,1,2021,10,4,Sun,7
5241,2021-11-15T09:12:26Z,Home,355,3,1626,Credit Card,30,1,Gina Pratt,Male,1,2021,11,4,Mon,9
5241,2022-09-02T08:39:52Z,Clothing,55,2,1711,Crypto,30,1,Gina Pratt,Male,1,2022,9,3,Fri,8
5241,2022-08-01T12:11:01Z,Electronics,325,1,373,Paypal,30,1,Gina Pratt,Male,1,2022,8,3,Mon,12
3443,2020-01-13T22:41:19Z,Clothing,270,3,4366,Paypal,52,1,Dr. Hunter Liu Jr.,Female,1,2020,1,1,Mon,22
3443,2020-12-19T09:21:16Z,Electronics,384,1,2388,Credit Card,52,1,Dr. Hunter Liu Jr.,Female,1,2020,12,4,Sat,9
3443,2021-01-05T02:45:53Z,Electronics,53,2,1572,Cash,52,0,Dr. Hunter Liu Jr.,Female,1,2021,1,1,Tue,2
3443,2020-09-11T22:17:46Z,Electronics,168,4,3004,Credit Card,52,1,Dr. Hunter Liu Jr.,Female,1,2020,9,3,Fri,22
3443,2023-05-15T12:34:36Z,Books,425,4,2386,Paypal,52,1,Dr. Hunter Liu Jr.,Female,1,2023,5,2,Mon,12
3443,2021-05-04T14:09:24Z,Electronics,243,2,1768,Paypal,52,0,Dr. Hunter Liu Jr.,Female,1,2021,5,2,Tue,14
3443,2020-06-04T23:22:20Z,Electronics,428,3,1344,Credit Card,52,1,Dr. Hunter Liu Jr.,Female,1,2020,6,2,Thu,23
3443,2021-02-13T12:45:58Z,Books,108,5,3635,Cash,52,1,Dr. Hunter Liu Jr.,Female,1,2021,2,1,Sat,12
3443,2021-02-13T01:23:04Z,Electronics,56,1,1040,Credit Card,52,0,Dr. Hunter Liu Jr.,Female,1,2021,2,1,Sat,1
47413,2022-03-06T16:11:58Z,Electronics,489,2,3657,Paypal,61,0,Elizabeth Brown,Male,1,2022,3,1,Sun,16
47413,2023-01-03T11:48:22Z,Clothing,114,3,5143,Credit Card,61,0,Elizabeth Brown,Male,1,2023,1,1,Tue,11
47413,2022-02-23T02:28:04Z,Books,87,1,422,Credit Card,61,1,Elizabeth Brown,Male,1,2022,2,1,Wed,2
47413,2021-01-09T16:55:47Z,Home,258,5,704,Paypal,61,0,Elizabeth Brown,Male,1,2021,1,1,Sat,16
47413,2022-06-17T18:26:30Z,Electronics,137,2,2056,Crypto,61,0,Elizabeth Brown,Male,1,2022,6,2,Fri,18
47413,2023-02-09T01:25:01Z,Electronics,465,3,628,Cash,61,1,Elizabeth Brown,Male,1,2023,2,1,Thu,1
47413,2023-08-12T19:34:55Z,Clothing,111,5,618,Crypto,61,0,Elizabeth Brown,Male,1,2023,8,3,Sat,19
47413,2022-05-29T18:13:44Z,Clothing,32,5,2661,Credit Card,61,0,Elizabeth Brown,Male,1,2022,5,2,Sun,18
39920,2022-10-06T12:40:31Z,Home,122,2,1591,Paypal,38,1,Andrew Zimmerman,Female,0,2022,10,4,Thu,12
39920,2023-07-28T02:33:47Z,Books,346,4,4375,Credit Card,38,1,Andrew Zimmerman,Female,0,2023,7,3,Fri,2
39920,2020-03-05T10:15:56Z,Electronics,150,5,390,Paypal,38,0,Andrew Zimmerman,Female,0,2020,3,1,Thu,10
39920,2020-10-20T22:07:00Z,Clothing,127,3,1171,Cash,38,0,Andrew Zimmerman,Female,0,2020,10,4,Tue,22
39920,2022-04-06T20:21:14Z,Home,37,1,332,Cash,38,0,Andrew Zimmerman,Female,0,2022,4,2,Wed,20
39920,2021-06-28T09:10:20Z,Clothing,419,1,2515,Crypto,38,0,Andrew Zimmerman,Female,0,2021,6,2,Mon,9
39920,2020-05-08T13:00:31Z,Clothing,383,3,897,Credit Card,38,1,Andrew Zimmerman,Female,0,2020,5,2,Fri,13
39920,2021-12-29T22:58:40Z,Books,398,2,5152,Credit Card,38,0,Andrew Zimmerman,Female,0,2021,12,4,Wed,22
45933,2023-02-04T05:38:41Z,Home,396,2,3092,Paypal,23,0,Corey Barajas,Female,0,2023,2,1,Sat,5
45933,2021-08-19T22:54:33Z,Books,155,4,3944,Crypto,23,0,Corey Barajas,Female,0,2021,8,3,Thu,22
45933,2021-05-19T05:01:17Z,Clothing,35,5,4714,Crypto,23,1,Corey Barajas,Female,0,2021,5,2,Wed,5
45933,2021-04-15T21:40:25Z,Books,202,3,4116,Crypto,23,1,Corey Barajas,Female,0,2021,4,2,Thu,21
45933,2020-03-11T13:25:01Z,Home,291,3,3056,Crypto,23,0,Corey Barajas,Female,0,2020,3,1,Wed,13
45933,2022-10-21T10:27:25Z,Home,484,4,2950,Cash,23,0,Corey Barajas,Female,0,2022,10,4,Fri,10
45933,2020-01-28T06:44:45Z,Clothing,49,3,423,Credit Card,23,0,Corey Barajas,Female,0,2020,1,1,Tue,6
8969,2023-03-07T02:16:54Z,Books,382,5,2134,Credit Card,28,1,Brian Salas,Female,1,2023,3,1,Tue,2
8969,2022-04-01T06:55:04Z,Clothing,414,3,5124,Paypal,28,0,Brian Salas,Female,1,2022,4,2,Fri,6
44809,2020-11-11T19:41:28Z,Home,425,3,3669,Paypal,30,0,David Vincent,Male,0,2020,11,4,Wed,19
44809,2022-07-22T17:39:33Z,Clothing,113,1,2216,Crypto,30,0,David Vincent,Male,0,2022,7,3,Fri,17
44809,2022-03-27T12:11:48Z,Clothing,95,1,620,Cash,30,0,David Vincent,Male,0,2022,3,1,Sun,12
44809,2022-08-21T21:23:49Z,Home,349,2,3950,Credit Card,30,1,David Vincent,Male,0,2022,8,3,Sun,21
